GeoNameId,Name,Country,Latitude,Longitude
1283240,Kathmandu,NP,27.70169,85.3206
379252,Khartoum,SD,15.54665,32.53361
703448,Kiev,UA,50.45466,30.5238
202061,Kigali,RW,-1.94995,30.05885
2161314,Kingston,NF,-29.05459,167.96628
3489854,Kingston,JM,17.99702,-76.79358
3577887,Kingstown,VC,13.15872,-61.22475
2314302,Kinshasa,CD,-4.32459,15.32146
1735161,Kuala Lumpur,MY,3.1412,101.68653
285787,Kuwait,KW,29.36972,47.97833
3911925,La Paz,BO,-16.5,-68.15
2399697,Libreville,GA,0.38333,9.45
927967,Lilongwe,MW,-13.98333,33.78333
3936456,Lima,PE,-12.04318,-77.02824
2267057,Lisbon,PT,38.71667,-9.13333
3196359,Ljubljana,SI,46.05108,14.50513
2365267,Lome,TG,6.13748,1.21227
2643743,London,GB,51.50853,-0.12574
2729907,Longyearbyen,SJ,78.2186,15.64007
2240449,Luanda,AO,-8.83833,13.23444
909137,Lusaka,ZM,-15.40809,28.28636
2960316,Luxembourg,LU,49.61167,6.13
1821274,Macau,MO,22.20056,113.54611
3117735,Madrid,ES,40.4165,-3.70256
2113779,Majuro,MH,7.08971,171.38027
2309527,Malabo,GQ,3.75,8.78333
1282027,Male,MV,4.1748,73.50888
921815,Mamoudzou,YT,-12.77944,45.22722
3617763,Managua,NI,12.13282,-86.2504
290340,Manama,BH,26.21536,50.5832
1701668,Manila,PH,14.6042,120.9822
1040652,Maputo,MZ,-25.96528,32.58917
3041732,Mariehamn,AX,60.09726,19.93481
3578851,Marigot,MF,18.06667,-63.08333
932505,Maseru,LS,-29.31667,27.48333
4034821,Mata'utu,WF,-13.28163,-176.17453
934985,Mbabane,SZ,-26.31667,31.13333
3530597,Mexico City,MX,19.42847,-99.12766
625144,Minsk,BY,53.9,27.56667
53654,Mogadishu,SO,2.03711,45.34375
2993458,Monaco,MC,43.73333,7.41667
2274895,Monrovia,LR,6.30054,-10.7969
3441575,Montevideo,UY,-34.83346,-56.16735
921772,Moroni,KM,-11.70216,43.25506
524901,Moscow,RU,55.75222,37.61556
287286,Muscat,OM,23.61333,58.59333
184745,Nairobi,KE,-1.28333,36.81667
3571824,Nassau,BS,25.05823,-77.34306
6611854,Nay Pyi Taw,MM,19.745,96.12972
2427123,N'Djamena,TD,12.11058,15.03479
1261481,New Delhi,IN,28.63576,77.22445
7303944,Ngerulmud,PW,7.50043,134.62355
2440485,Niamey,NE,13.5125,2.11178
146268,Nicosia,CY,35.16667,33.36667
2377450,Nouakchott,MR,18.10033,-15.94975
2139521,Noumea,NC,-22.27631,166.4572
4032402,Nuku'alofa,TO,-21.13333,-175.2
3421319,Nuuk,GL,64.18347,-51.72157
3577154,Oranjestad,AW,12.52398,-70.02703
3143244,Oslo,NO,59.91273,10.74609
6094817,Ottawa,CA,45.41117,-75.69812
2357048,Ouagadougou,BF,12.36423,-1.53834
5881576,Pago Pago,AS,-14.27806,-170.7025
2081986,Palikir - National Government Center,FM,6.92477,158.16109
3703443,Panama,PA,8.9936,-79.51973
4033936,Papeete,PF,-17.53333,-149.56667
3383330,Paramaribo,SR,5.86638,-55.16682
2988507,Paris,FR,48.85341,2.3488
3513392,Philipsburg,SX,18.026,-63.04582
1821306,Phnom Penh,KH,11.56245,104.91601
3578069,Plymouth,MS,16.70555,-62.21292
3193044,Podgorica,ME,42.44111,19.26361
934154,Port Louis,MU,-20.16194,57.49889
2088122,Port Moresby,PG,-9.44314,147.17972
3718426,Port-au-Prince,HT,18.53917,-72.335
1546102,Port-aux-Français,TF,-49.35,70.21667
3573890,Port-of-Spain,TT,10.66617,-61.51657
2392087,Porto-Novo,BJ,6.49646,2.60359
2135171,Port-Vila,VU,-17.73381,168.32188
3067696,Praha,CZ,50.08804,14.42076
3374333,Praia,CV,14.92148,-23.50868
964137,Pretoria,ZA,-25.74486,28.18783
786714,Pristina,XK,42.67272,21.16688
1871859,Pyongyang,KP,39.03385,125.75432
3652462,Quito,EC,-0.22985,-78.52495
2538475,Rabat,MA,34.01325,-6.83255
3413829,Reykjavík,IS,64.13548,-21.89541
456172,Riga,LV,56.946,24.10589
108410,Riyadh,SA,24.68773,46.72185
3577430,Road Town,VG,18.41667,-64.61667
3169070,Roma,IT,41.89474,12.4839
3575635,Roseau,DM,15.30174,-61.38808
2410763,São Tomé,ST,0.33654,6.72732
3579925,Saint George's,GD,12.05644,-61.74849
3042091,Saint Helier,JE,49.18333,-2.1
3576022,St. John's,AG,17.11667,-61.85
3042287,Saint Peter Port,GG,49.45981,-2.53527
935264,Saint-Denis,RE,-20.88231,55.4504
3424934,Saint-Pierre,PM,46.76544,-56.16949
3621849,San José,CR,9.93333,-84.08333
4568127,San Juan,PR,18.46633,-66.10572
3168070,San Marino,SM,43.93333,12.45
3583361,San Salvador,SV,13.68935,-89.18718
71137,Sanaa,YE,15.35472,44.20667
3871336,Santiago,CL,-33.42628,-70.56656
3492908,Santo Domingo,DO,18.50012,-69.98857
3191281,Sarajevo,BA,43.84864,18.35644
1835848,Seoul,KR,37.56826,126.97783
1880252,Singapore,SG,1.28967,103.85007
785842,Skopje,MK,42,21.43333
727011,Sofia,BG,42.69751,23.32415
3426691,Stanley,FK,-51.7,-57.85
2673730,Stockholm,SE,59.33258,18.0649
3903987,Sucre,BO,-19.03332,-65.26274
2198148,Suva,FJ,-18.14161,178.44149
2611396,Tórshavn,FO,62.00973,-6.77164
1668341,Taipei,TW,25.04776,121.53185
588409,Tallinn,EE,59.43696,24.75353
2110257,Tarawa,KI,1.3278,172.97696
1512569,Tashkent,UZ,41.26465,69.21627
611717,Tbilisi,GE,41.69411,44.83368
3600949,Tegucigalpa,HN,14.0818,-87.20681
112931,Tehran,IR,35.69439,51.42151
3573374,The Valley,AI,18.21704,-63.05783
1252416,Thimphu,BT,27.46609,89.64191
3183875,Tirana,AL,41.3275,19.81889
1850147,Tokyo,JP,35.61488,139.5813
2210247,Tripoli,LY,32.87519,13.18746
2464470,Tunis,TN,36.81897,10.16579
2028462,Ulaanbaatar,MN,47.90771,106.88324
3042030,Vaduz,LI,47.14151,9.52154
2562305,Valletta,MT,35.89972,14.51472
6691831,Vatican City,VA,41.90236,12.45332
241131,Victoria,SC,-4.61667,55.45
2761369,Vienna,AT,48.20849,16.37208
1651944,Vientiane,LA,17.96667,102.6
593116,Vilnius,LT,54.68916,25.2798
756135,Warsaw,PL,52.22977,21.01178
4140963,"Washington, D. C.",US,38.89511,-77.03637
2179537,Wellington,NZ,-41.28664,174.77557
7304591,West Island,CC,-12.15681,96.82251
3513090,Willemstad,CW,12.1084,-68.93354
3352136,Windhoek,NA,-22.55941,17.08323
2279755,Yamoussoukro,CI,6.81667,-5.28333
2220957,Yaounde,CM,3.86667,11.51667
616052,Yerevan,AM,40.18111,44.51361
3186886,Zagreb,HR,45.81444,15.97798
